PFid	pfam_name	Aaoar1	Aciri1_meta	Altal1	Altbr1	Amnli1	Aplpr1	Aspnid1	Aulhe2	Aurpu_var_mel1	Aurpu_var_nam1	Aurpu_var_pul1	Aurpu_var_sub1	Bauco1	Bimnz1	Botci1	Botdo1_1	Bysci1	Cenge3	Cerzm1	Clael1	Clafu1	Cocca1	CocheC5_3	Cocim1	Coclu2	Cocmi1	Cocsa1	Cocvi1	Corca1	Cucbe1	Decga1	Delco1	Didex1	Disac1	Dotse1	Dotsy1	Erebi1	Fusgr1	Glost2	Hyspu1_1	Karrh1	Lenfl1	Lepmu1	Leppa1	Linin1	Lizem1	Lopma1	Lopmy1	Macan1	Macph1	Maseb1	Melpu1	Micmi1	Mycfi2	Mycgr3	Myrdu1	Mytre1	Neopa1	Neucr2	Ophdi1	Parsp1	Patat1	Photr1	Phycit1	Pieho1_1	Plesi1	Polci1	Polfu1	Psehy1	Pyrco1	Pyrsp1	Pyrtr1	Pyrtt1	Rhili1	Rhyru1_1	Sacpr1	Sclsc1	Sepmu1	Seppo1	Setho1	Settu1	Spofi1	Stano2	Stasp1	Ternu1	Totfu1	Trepe1	Tribi1	Tryvi1	Tubme1	Venin1	Venpi1	Veren1	Wesor1	Zasce1	Zoprh1	Zymar1	Zymps1
PF13616.1	Rotamase_3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2
PF13620.1	CarboxypepD_reg	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	2	0	0	2	1	0	0	1	1	0	1	0	1	1	1	0	2	1	0	2	0	0	0	0	0	1	0	0	2	0	1	1	0	2	0	0	0	0	2	1	1	0	1	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	1	2	0	0	1	1	0	0
PF13621.1	Cupin_8	6	6	6	5	5	6	5	6	6	6	6	6	6	6	5	6	6	5	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	5	5	5	5	6	6	6	5	6	6	6	6	6	5	6	6	6	5	5	6	6	2	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	5	6	6	6	6	6	5	3	5	5	5	6	6	6	6	6
PF13622.1	4HBT_3	4	3	4	3	6	3	7	5	4	4	4	4	3	3	2	5	2	3	8	2	5	3	3	4	3	3	3	3	6	3	3	3	4	4	4	3	5	5	3	3	3	6	3	4	5	3	7	3	4	4	4	8	6	3	6	6	3	2	2	3	5	2	3	3	2	4	4	5	7	2	4	2	2	8	5	2	4	5	5	4	3	3	4	4	4	7	4	3	5	3	5	6	5	3	10	4	6	7
PF13625.1	Helicase_C_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF13631.1	Cytochrom_B_N_2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
PF13632.1	Glyco_trans_2_3	13	9	18	11	11	12	10	15	18	17	18	14	15	12	14	19	14	15	14	12	14	16	16	8	14	16	16	16	18	10	13	11	13	11	13	10	11	16	19	10	12	13	11	15	15	16	14	13	13	17	15	14	14	15	11	12	14	16	12	17	13	9	17	13	9	12	12	15	16	11	13	15	16	14	11	16	16	13	11	15	13	9	11	16	14	19	12	15	8	9	12	14	11	10	19	11	13	12
PF13634.1	Nucleoporin_FG	5	3	3	2	5	4	3	3	5	4	4	5	4	3	6	4	3	3	4	3	6	3	3	1	3	3	3	3	4	4	3	3	3	3	4	4	2	5	4	5	3	3	2	4	2	4	4	4	3	1	4	4	4	2	1	2	3	2	6	5	2	2	4	2	1	2	2	2	4	6	4	4	3	3	5	3	6	3	4	4	3	3	4	4	3	5	4	2	4	2	4	4	4	5	4	3	1	2
PF13637.1	Ank_4	51	28	46	26	81	78	49	35	31	23	38	22	23	90	53	99	104	239	30	53	32	56	72	39	70	56	62	61	76	37	55	38	44	56	27	40	43	76	152	75	50	124	26	151	96	37	80	64	65	45	35	106	40	32	32	32	102	24	37	94	46	26	52	26	12	38	47	87	34	182	69	43	42	41	71	16	41	26	17	61	39	24	52	54	22	36	82	21	97	12	28	30	87	28	52	324	33	41
PF13638.1	PIN_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	5	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	2	1	1	1	1	1	1	1
PF13639.1	zf-RING_2	48	32	51	34	78	41	31	33	30	31	32	31	36	56	27	39	72	33	52	53	60	42	44	30	45	45	42	42	58	54	57	33	42	31	43	51	33	27	35	68	55	63	43	41	36	41	69	85	41	30	61	60	31	42	36	27	79	21	35	70	40	36	51	32	25	50	33	47	31	30	47	42	48	33	44	35	27	38	37	58	41	51	34	51	34	45	96	28	31	24	34	24	43	36	55	35	40	44
PF13640.1	2OG-FeII_Oxy_3	4	3	4	4	4	3	2	4	2	4	3	3	3	6	5	3	5	3	4	3	3	5	5	4	4	4	5	5	5	4	4	4	4	3	3	4	4	4	4	5	5	6	4	3	3	5	5	5	4	4	3	6	5	4	4	3	5	2	4	6	5	3	4	3	3	6	3	5	5	6	4	3	4	4	3	3	4	3	3	4	4	5	2	5	2	5	4	2	2	2	5	4	2	4	3	4	4	4
PF13641.1	Glyco_tranf_2_3	13	10	19	13	11	15	12	16	19	19	20	17	16	12	15	18	16	16	17	13	18	17	16	11	14	17	18	17	20	13	13	10	13	13	15	13	12	15	18	13	16	13	12	13	13	16	13	13	14	17	17	15	16	19	15	15	12	16	13	17	16	10	18	16	12	13	14	16	18	11	14	18	15	14	13	16	14	16	13	14	14	10	9	17	17	20	15	18	10	10	12	13	12	12	21	12	15	15
PF13646.1	HEAT_2	11	9	9	8	12	12	14	10	11	10	11	10	11	11	11	12	14	11	10	10	11	10	10	10	10	12	10	10	11	9	10	11	12	12	11	9	12	12	11	10	12	13	10	9	11	14	11	8	11	11	12	11	8	11	9	11	10	9	11	11	13	11	9	10	12	10	9	12	11	10	8	10	10	11	9	11	9	11	11	8	11	12	11	10	12	9	12	11	9	10	10	9	10	11	10	12	9	10
PF13649.1	Methyltransf_25	34	31	28	14	27	22	20	22	18	17	17	18	26	36	27	28	28	24	29	20	28	26	24	19	19	24	24	26	22	23	24	21	19	20	26	17	20	28	35	33	29	30	13	27	34	16	37	32	20	21	26	32	28	29	28	22	36	24	22	26	27	17	21	21	8	18	24	31	25	14	21	23	23	43	30	18	25	23	23	20	30	19	18	27	19	22	38	15	37	10	23	20	32	24	65	37	27	25
PF13650.1	Asp_protease_2	0	0	1	1	0	0	1	2	0	0	0	0	0	0	9	3	1	2	0	6	4	0	0	1	2	0	1	0	0	0	2	0	1	0	0	2	0	1	1	1	0	1	1	1	1	0	1	2	0	3	1	0	1	1	0	2	1	0	1	1	3	1	1	0	0	0	1	0	0	1	1	1	1	2	2	0	12	0	0	0	0	1	2	2	0	1	1	0	0	1	1	1	0	1	2	0	2	3
PF13656.1	RNA_pol_L_2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	2	2
PF13659.1	Methyltransf_26	22	23	20	13	17	15	12	17	11	13	14	13	18	25	20	23	22	16	15	16	19	14	18	16	15	16	16	15	21	19	17	12	15	16	17	15	14	17	28	15	25	21	15	17	20	15	21	21	19	16	21	25	22	19	18	15	22	19	16	18	27	15	21	19	10	13	17	21	20	9	18	11	16	25	16	14	15	16	17	18	19	15	12	21	15	14	25	14	22	10	13	11	19	16	38	20	18	14
PF13661.1	2OG-FeII_Oxy_4	3	0	2	2	1	1	1	1	1	2	2	2	0	3	2	1	2	1	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	1	3	2	2	2	2	3	2	2	1	2	2	1	2	2	1	2	3	2	2	1	2	2	0	1	3	3	2	3	1	1	3	2	1	2	3	2	2	2	1	2	1	2	2	2	2	2	3	0	2	2	3	1	1	1	1	2	2	1	2	1	1	1	1
PF13664.1	DUF4149	2	1	2	2	2	1	1	1	1	1	1	1	2	2	1	2	2	1	1	1	1	1	2	1	1	2	2	2	1	2	1	2	1	1	1	1	1	2	1	1	2	1	1	1	2	2	2	2	2	1	1	2	1	1	1	1	2	1	1	2	2	1	2	1	1	2	1	2	1	0	2	0	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	0	0	1	1	1	2	2	1	2	1	1
PF13668.1	Ferritin_2	3	2	4	4	4	2	3	4	5	5	3	4	4	3	4	5	3	3	3	3	7	3	3	3	5	3	3	3	3	3	4	3	5	2	6	4	2	4	4	5	3	3	3	3	4	5	5	3	5	4	3	7	5	3	4	5	3	4	2	3	3	3	3	3	1	4	2	4	4	2	4	4	4	3	3	4	4	3	3	5	3	3	4	4	4	5	4	3	6	1	3	4	5	2	6	10	4	4
PF13669.1	Glyoxalase_4	4	2	3	2	3	2	1	5	2	1	1	1	2	2	1	3	2	1	2	3	2	3	2	1	3	3	2	3	3	4	3	1	2	2	1	2	1	2	0	3	4	5	3	2	2	2	5	4	1	3	2	5	3	1	1	2	3	3	2	4	4	2	3	1	0	3	1	5	1	2	6	1	1	6	1	1	1	1	1	5	2	2	2	4	1	3	4	2	1	1	3	0	3	1	4	3	1	2
PF13671.1	AAA_33	6	5	6	4	6	7	4	5	5	6	7	6	5	7	5	5	7	6	7	4	9	7	7	6	6	6	7	6	9	7	4	5	7	5	8	4	5	8	9	6	4	6	4	7	7	7	6	5	8	3	5	7	7	7	4	9	5	5	6	8	5	6	6	3	6	6	6	5	5	8	6	5	5	6	4	5	6	6	7	5	5	5	5	7	5	10	6	6	6	9	5	6	6	5	7	6	5	5
PF13672.1	PP2C_2	2	2	1	1	1	2	3	2	2	2	2	3	2	2	0	0	2	2	2	2	1	2	3	2	3	2	2	2	2	2	2	2	2	2	1	2	1	3	2	1	3	2	2	2	1	2	2	1	1	1	1	2	2	0	1	2	1	0	1	3	2	2	2	0	0	2	1	3	2	3	2	2	2	2	2	2	1	2	1	2	3	1	2	2	0	3	3	2	2	3	2	2	2	1	1	2	1	1
PF13673.1	Acetyltransf_10	17	17	16	6	18	15	12	14	14	9	17	12	9	17	10	15	14	17	11	15	10	12	12	13	14	13	9	11	19	16	15	14	11	8	9	14	9	19	18	17	22	20	13	18	14	13	19	27	15	13	10	22	16	12	7	15	22	9	7	9	26	9	17	9	8	15	15	16	9	11	17	11	9	15	13	5	7	9	8	16	11	14	8	16	12	6	19	8	10	2	13	13	25	17	19	21	12	10
PF13679.1	Methyltransf_32	1	1	1	0	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF13685.1	Fe-ADH_2	6	4	6	5	5	5	5	5	5	6	5	6	4	6	3	7	5	4	3	5	4	5	6	2	6	5	5	5	6	5	5	6	5	3	3	6	3	5	6	6	5	5	5	4	5	5	6	5	5	6	5	4	4	5	4	7	5	4	2	6	5	4	6	3	2	5	5	5	4	3	6	5	5	3	6	5	3	3	2	5	6	5	5	6	4	4	5	3	4	2	4	4	5	4	3	4	4	4
PF13687.1	DUF4153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
PF13688.1	Reprolysin_5	3	1	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	1	3	1	3	1	1	1	2	1	1	1	2	2	1	1	2	1	2	1	1	2	1	2	2	1	1	1	1	3	2	2	2	2	3	3	1	3	1	1	1	3	1	3	2	1	1	2	1	1	3	2	2	2	3	2	2	2	2	2	1	1	3	1	1	2	2	2	2	1	2	1	3	1	1	1	2	1	4	1	1	1
PF13691.1	Lactamase_B_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
PF13692.1	Glyco_trans_1_4	3	5	4	3	4	4	5	6	5	6	6	5	6	3	5	5	6	8	7	3	5	3	3	5	3	4	3	4	4	3	3	5	5	5	6	4	4	6	6	6	5	5	3	6	6	5	4	5	4	7	4	4	7	6	5	3	4	4	6	3	5	4	5	4	5	4	4	4	5	4	3	4	3	5	4	5	5	7	7	3	3	4	2	6	5	3	4	5	6	2	5	6	4	5	5	9	6	5
PF13695.1	zf-3CxxC	2	0	1	1	4	0	1	0	0	0	0	0	0	6	1	0	1	2	0	0	0	2	2	1	2	0	3	2	2	2	1	1	1	4	0	2	0	2	1	0	1	1	2	0	2	5	0	1	0	0	0	1	1	0	0	0	3	0	0	2	2	0	2	0	1	1	0	0	2	0	1	1	0	0	1	0	1	0	0	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PF13696.1	zf-CCHC_2	0	1	0	0	0	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	1	1	0	2	1	2	0	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1
PF13702.1	Lysozyme_like	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13704.1	Glyco_tranf_2_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13710.1	ACT_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF13714.1	PEP_mutase	6	5	9	4	5	7	7	3	4	4	3	3	7	5	5	8	5	5	4	6	6	4	4	6	4	4	4	4	6	5	5	4	4	4	5	4	7	6	6	7	7	7	5	5	7	4	7	4	6	7	4	8	6	6	4	4	6	8	4	5	6	3	5	4	2	7	6	10	4	2	6	4	4	10	6	4	4	4	4	7	5	5	4	7	4	4	6	4	5	3	4	4	4	3	10	9	4	4
PF13716.1	CRAL_TRIO_2	3	2	3	3	3	3	4	4	2	3	3	3	3	3	1	2	3	4	3	3	1	4	4	1	3	4	4	4	3	4	3	3	3	3	2	3	2	3	4	3	3	4	3	4	4	3	3	3	3	3	4	3	3	3	1	3	3	2	4	3	3	2	3	3	3	3	3	3	3	3	3	3	3	2	4	3	0	2	2	3	3	4	3	3	3	2	3	3	3	4	3	3	3	4	3	4	2	2
PF13718.1	GNAT_acetyltr_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF13720.1	Acetyltransf_11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13725.1	tRNA_bind_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF13738.1	Pyr_redox_3	54	26	36	23	30	24	39	20	25	22	29	19	22	28	27	47	37	20	46	29	42	36	33	21	30	38	30	35	60	36	22	21	22	20	37	25	25	36	30	35	37	42	17	53	37	25	51	51	27	42	41	50	21	47	28	30	52	40	21	39	42	16	36	28	8	44	16	38	23	18	84	27	27	68	48	24	26	30	23	43	29	21	31	42	24	35	40	22	31	9	35	34	23	15	74	43	28	31
PF13740.1	ACT_6	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
PF13741.1	MRP-S25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF13745.1	HxxPF_rpt	1	0	2	0	5	4	3	0	0	0	0	1	0	2	0	2	3	5	2	2	1	6	2	1	4	2	4	5	1	1	2	1	0	1	3	1	1	1	3	2	2	5	1	1	14	0	1	1	0	5	2	6	0	3	0	2	1	4	0	4	1	0	1	1	0	1	0	1	2	0	0	1	7	2	4	1	2	2	0	0	3	0	1	3	2	2	2	0	2	0	0	1	6	4	0	4	0	0
PF13757.1	VIT_2	1	0	1	0	1	2	0	0	0	1	0	1	1	1	0	1	2	3	0	1	0	2	2	1	2	2	2	2	2	1	1	0	0	1	0	1	0	2	2	2	2	2	0	2	2	1	2	3	1	1	2	2	1	0	1	1	3	1	2	2	2	1	1	0	0	2	0	2	1	0	1	2	2	1	2	0	0	0	0	1	2	2	1	1	0	1	1	1	1	1	0	0	2	1	0	2	1	1
PF13758.1	Prefoldin_3	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1
PF13766.1	ECH_C	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
PF13768.1	VWA_3	2	2	2	1	3	3	2	2	2	2	2	2	2	3	1	3	4	5	1	2	2	3	3	2	3	3	3	3	3	2	2	1	1	2	2	2	2	4	3	3	3	3	2	3	6	2	3	4	2	3	3	3	4	2	2	2	4	1	4	4	3	2	2	3	1	3	2	3	3	1	2	3	2	3	3	1	3	1	1	2	3	3	1	2	1	3	3	3	3	4	2	2	4	2	2	3	2	2
PF13771.1	zf-HC5HC2H	3	3	3	1	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	1	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3
PF13772.1	AIG2_2	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	2	1	0	0	2	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	1	1	0	0	2
PF13774.1	Longin	3	3	3	2	3	4	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3
PF13787.1	HXXEE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
PF13792.1	Sulfate_tra_GLY	5	4	5	4	4	2	2	2	2	2	2	2	2	5	3	4	4	2	3	5	3	5	5	3	5	5	5	5	5	5	4	2	4	2	2	5	2	5	2	3	5	5	5	3	5	4	4	3	4	3	4	5	6	3	3	2	3	3	4	5	5	3	5	2	2	4	2	4	3	3	5	5	5	2	3	2	3	2	2	5	5	3	3	5	3	2	5	3	3	3	3	3	4	3	2	4	3	3
PF13793.1	Pribosyltran_N	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	6	3	3	3	3	3	3	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	3	3	3	3	3	3
PF13802.1	Gal_mutarotas_2	7	5	5	5	5	3	6	4	3	4	4	4	3	6	3	4	6	4	3	5	6	6	5	1	5	5	4	6	7	7	6	3	6	3	3	5	3	6	5	6	6	6	6	4	5	5	5	5	6	3	6	6	3	4	3	3	5	4	3	6	6	2	6	4	2	5	6	5	5	4	7	5	5	5	6	4	3	4	2	5	5	3	5	6	3	2	6	2	3	3	2	3	4	3	5	6	4	4
PF13805.1	Pil1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
PF13806.1	Rieske_2	1	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	2	1	3	1	1	0	1	1	1	1	3	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	3	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	2	1	1	1	1	1	2	2	1	1	1	2	3	3
PF13810.1	DUF4185	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0
PF13812.1	PPR_3	6	6	5	7	7	7	6	5	7	7	8	8	6	8	4	7	7	8	7	6	7	6	7	5	8	6	6	6	6	6	6	6	7	4	6	6	6	5	6	6	7	6	7	6	6	8	6	6	6	8	6	6	2	5	6	5	7	5	9	6	6	7	7	5	7	7	6	7	6	10	6	7	7	6	6	7	6	6	6	9	7	6	6	6	6	6	6	8	7	9	5	5	5	6	7	6	5	6
PF13813.1	MBOAT_2	8	3	4	1	8	6	7	2	5	5	6	7	4	4	2	9	8	6	5	5	5	4	3	5	4	4	6	4	5	4	3	3	5	2	4	5	1	4	6	3	9	7	4	6	5	4	4	6	4	8	5	7	2	4	3	6	4	4	2	6	8	4	4	3	1	3	5	5	4	5	4	2	2	5	6	2	3	5	4	4	4	4	4	8	6	3	6	0	3	0	5	3	6	3	6	5	2	5
PF13816.1	Dehydratase_hem	1	0	2	2	0	1	1	0	2	0	1	1	0	1	1	3	1	0	2	0	2	1	1	0	0	1	1	1	3	0	0	0	1	1	1	1	0	2	0	0	1	0	2	0	1	1	1	0	1	3	1	2	0	2	2	1	0	1	0	0	1	0	3	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	2	0	1	1	1	1	0	1	0	0	0	1	1	1	0	3	1	2	2
PF13821.1	DUF4187	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2
